t,x,y
0.71300,4.64158,2.84453
0.71400,4.64809,2.84404
0.71500,4.65460,2.84353
0.71600,4.66111,2.84302
0.71700,4.66762,2.84250
0.71800,4.67413,2.84196
0.71900,4.68064,2.84142
0.72000,4.68715,2.84087
0.72100,4.69366,2.84030
0.72200,4.70017,2.83973
0.72300,4.70668,2.83915
0.72400,4.71319,2.83856
0.72500,4.71970,2.83795
0.72600,4.72621,2.83734
0.72700,4.73272,2.83672
0.72800,4.73923,2.83609
0.72900,4.74574,2.83545
0.73000,4.75225,2.83479
0.73100,4.75876,2.83413
0.73200,4.76527,2.83346
0.73300,4.77178,2.83278
0.73400,4.77829,2.83209
0.73500,4.78480,2.83139
0.73600,4.79131,2.83068
0.73700,4.79782,2.82996
0.73800,4.80433,2.82923
0.73900,4.81084,2.82849
0.74000,4.81735,2.82774
0.74100,4.82386,2.82698
0.74200,4.83037,2.82621
0.74300,4.83688,2.82543
0.74400,4.84339,2.82465
0.74500,4.84990,2.82385
0.74600,4.85641,2.82304
0.74700,4.86292,2.82222
0.74800,4.86943,2.82139
0.74900,4.87594,2.82055
0.75000,4.88245,2.81971
0.75100,4.88896,2.81885
0.75200,4.89547,2.81798
0.75300,4.90198,2.81711
0.75400,4.90849,2.81622
0.75500,4.91500,2.81532
0.75600,4.92151,2.81442
0.75700,4.92802,2.81350
0.75800,4.93453,2.81257
0.75900,4.94104,2.81164
0.76000,4.94755,2.81069
0.76100,4.95406,2.80974
0.76200,4.96057,2.80877
0.76300,4.96708,2.80780
0.76400,4.97359,2.80681
0.76500,4.98010,2.80582
0.76600,4.98661,2.80481
0.76700,4.99312,2.80380
0.76800,4.99963,2.80277
0.76900,5.00614,2.80174
0.77000,5.01265,2.80070
0.77100,5.01916,2.79964
0.77200,5.02567,2.79858
0.77300,5.03218,2.79751
0.77400,5.03869,2.79642
0.77500,5.04520,2.79533
0.77600,5.05171,2.79423
0.77700,5.05822,2.79311
0.77800,5.06473,2.79199
0.77900,5.07124,2.79086
0.78000,5.07775,2.78972
0.78100,5.08426,2.78857
0.78200,5.09077,2.78741
0.78300,5.09728,2.78623
0.78400,5.10379,2.78505
0.78500,5.11030,2.78386
0.78600,5.11681,2.78266
0.78700,5.12332,2.78145
0.78800,5.12983,2.78023
0.78900,5.13634,2.77900
0.79000,5.14285,2.77776
0.79100,5.14936,2.77651
0.79200,5.15587,2.77525
0.79300,5.16238,2.77398
0.79400,5.16889,2.77270
0.79500,5.17540,2.77141
0.79600,5.18190,2.77011
0.79700,5.18841,2.76881
0.79800,5.19492,2.76749
0.79900,5.20143,2.76616
0.80000,5.20794,2.76482
0.80100,5.21445,2.76347
0.80200,5.22096,2.76212
0.80300,5.22747,2.76075
0.80400,5.23398,2.75937
0.80500,5.24049,2.75798
0.80600,5.24700,2.75659
0.80700,5.25351,2.75518
0.80800,5.26002,2.75376
0.80900,5.26653,2.75234
0.81000,5.27304,2.75090
0.81100,5.27955,2.74945
0.81200,5.28606,2.74800
0.81300,5.29257,2.74653
0.81400,5.29908,2.74506
0.81500,5.30559,2.74357
0.81600,5.31210,2.74208
0.81700,5.31861,2.74057
0.81800,5.32512,2.73906
0.81900,5.33163,2.73753
0.82000,5.33814,2.73600
0.82100,5.34465,2.73446
0.82200,5.35116,2.73290
0.82300,5.35767,2.73134
0.82400,5.36418,2.72976
0.82500,5.37069,2.72818
0.82600,5.37720,2.72659
0.82700,5.38371,2.72498
0.82800,5.39022,2.72337
0.82900,5.39673,2.72175
0.83000,5.40324,2.72012
0.83100,5.40975,2.71847
0.83200,5.41626,2.71682
0.83300,5.42277,2.71516
0.83400,5.42928,2.71349
0.83500,5.43579,2.71181
0.83600,5.44230,2.71012
0.83700,5.44881,2.70842
0.83800,5.45532,2.70670
0.83900,5.46183,2.70498
0.84000,5.46834,2.70325
0.84100,5.47485,2.70151
0.84200,5.48136,2.69976
0.84300,5.48787,2.69800
0.84400,5.49438,2.69623
0.84500,5.50089,2.69445
0.84600,5.50740,2.69266
0.84700,5.51391,2.69087
0.84800,5.52042,2.68906
0.84900,5.52693,2.68724
0.85000,5.53344,2.68541
0.85100,5.53995,2.68357
0.85200,5.54646,2.68172
0.85300,5.55297,2.67986
0.85400,5.55948,2.67800
0.85500,5.56599,2.67612
0.85600,5.57250,2.67423
0.85700,5.57901,2.67233
0.85800,5.58552,2.67043
0.85900,5.59203,2.66851
0.86000,5.59854,2.66658
0.86100,5.60505,2.66465
0.86200,5.61156,2.66270
0.86300,5.61807,2.66075
0.86400,5.62458,2.65878
0.86500,5.63109,2.65680
0.86600,5.63760,2.65482
0.86700,5.64411,2.65282
0.86800,5.65062,2.65082
0.86900,5.65713,2.64880
0.87000,5.66364,2.64678
0.87100,5.67015,2.64474
0.87200,5.67666,2.64270
0.87300,5.68317,2.64064
0.87400,5.68968,2.63858
0.87500,5.69619,2.63651
0.87600,5.70270,2.63442
0.87700,5.70921,2.63233
0.87800,5.71572,2.63023
0.87900,5.72223,2.62811
0.88000,5.72874,2.62599
0.88100,5.73525,2.62386
0.88200,5.74176,2.62172
0.88300,5.74827,2.61956
0.88400,5.75478,2.61740
0.88500,5.76129,2.61523
0.88600,5.76780,2.61305
0.88700,5.77431,2.61086
0.88800,5.78082,2.60865
0.88900,5.78733,2.60644
0.89000,5.79384,2.60422
0.89100,5.80035,2.60199
0.89200,5.80686,2.59975
0.89300,5.81337,2.59750
0.89400,5.81988,2.59524
0.89500,5.82639,2.59297
0.89600,5.83290,2.59069
0.89700,5.83941,2.58840
0.89800,5.84592,2.58610
0.89900,5.85243,2.58379
0.90000,5.85894,2.58147
0.90100,5.86545,2.57914
0.90200,5.87196,2.57681
0.90300,5.87847,2.57446
0.90400,5.88498,2.57210
0.90500,5.89149,2.56973
0.90600,5.89800,2.56735
0.90700,5.90451,2.56497
0.90800,5.91102,2.56257
0.90900,5.91753,2.56016
0.91000,5.92404,2.55774
0.91100,5.93055,2.55532
0.91200,5.93706,2.55288
0.91300,5.94357,2.55043
0.91400,5.95008,2.54798
0.91500,5.95659,2.54551
0.91600,5.96310,2.54303
0.91700,5.96961,2.54055
0.91800,5.97612,2.53805
0.91900,5.98263,2.53555
0.92000,5.98914,2.53303
0.92100,5.99565,2.53051
0.92200,6.00216,2.52797
0.92300,6.00867,2.52543
0.92400,6.01518,2.52287
0.92500,6.02169,2.52031
0.92600,6.02820,2.51773
0.92700,6.03471,2.51515
0.92800,6.04122,2.51256
0.92900,6.04773,2.50995
0.93000,6.05424,2.50734
0.93100,6.06075,2.50472
0.93200,6.06726,2.50208
0.93300,6.07377,2.49944
0.93400,6.08028,2.49679
0.93500,6.08679,2.49413
0.93600,6.09330,2.49145
0.93700,6.09981,2.48877
0.93800,6.10632,2.48608
0.93900,6.11283,2.48338
0.94000,6.11934,2.48067
0.94100,6.12584,2.47795
0.94200,6.13235,2.47521
0.94300,6.13886,2.47247
0.94400,6.14537,2.46972
0.94500,6.15188,2.46696
0.94600,6.15839,2.46419
0.94700,6.16490,2.46141
0.94800,6.17141,2.45862
0.94900,6.17792,2.45582
0.95000,6.18443,2.45301
0.95100,6.19094,2.45019
0.95200,6.19745,2.44736
0.95300,6.20396,2.44452
0.95400,6.21047,2.44168
0.95500,6.21698,2.43882
0.95600,6.22349,2.43595
0.95700,6.23000,2.43307
0.95800,6.23651,2.43018
0.95900,6.24302,2.42728
0.96000,6.24953,2.42438
0.96100,6.25604,2.42146
0.96200,6.26255,2.41853
0.96300,6.26906,2.41559
0.96400,6.27557,2.41265
0.96500,6.28208,2.40969
0.96600,6.28859,2.40672
0.96700,6.29510,2.40375
0.96800,6.30161,2.40076
0.96900,6.30812,2.39777
0.97000,6.31463,2.39476
0.97100,6.32114,2.39175
0.97200,6.32765,2.38872
0.97300,6.33416,2.38568
0.97400,6.34067,2.38264
0.97500,6.34718,2.37958
0.97600,6.35369,2.37652
0.97700,6.36020,2.37345
0.97800,6.36671,2.37036
0.97900,6.37322,2.36727
0.98000,6.37973,2.36416
0.98100,6.38624,2.36105
0.98200,6.39275,2.35793
0.98300,6.39926,2.35479
0.98400,6.40577,2.35165
0.98500,6.41228,2.34850
0.98600,6.41879,2.34533
0.98700,6.42530,2.34216
0.98800,6.43181,2.33898
0.98900,6.43832,2.33579
0.99000,6.44483,2.33259
0.99100,6.45134,2.32937
0.99200,6.45785,2.32615
0.99300,6.46436,2.32292
0.99400,6.47087,2.31968
0.99500,6.47738,2.31643
0.99600,6.48389,2.31317
0.99700,6.49040,2.30990
0.99800,6.49691,2.30662
0.99900,6.50342,2.30333
1.00000,6.50993,2.30003
1.00100,6.51644,2.29672
1.00200,6.52295,2.29340
1.00300,6.52946,2.29007
1.00400,6.53597,2.28673
1.00500,6.54248,2.28338
1.00600,6.54899,2.28002
1.00700,6.55550,2.27665
1.00800,6.56201,2.27327
1.00900,6.56852,2.26988
1.01000,6.57503,2.26649
1.01100,6.58154,2.26308
1.01200,6.58805,2.25966
1.01300,6.59456,2.25623
1.01400,6.60107,2.25279
1.01500,6.60758,2.24935
1.01600,6.61409,2.24589
1.01700,6.62060,2.24242
1.01800,6.62711,2.23895
1.01900,6.63362,2.23546
1.02000,6.64013,2.23196
1.02100,6.64664,2.22846
1.02200,6.65315,2.22494
1.02300,6.65966,2.22142
1.02400,6.66617,2.21788
1.02500,6.67268,2.21434
1.02600,6.67919,2.21078
1.02700,6.68570,2.20722
1.02800,6.69221,2.20364
1.02900,6.69872,2.20006
1.03000,6.70523,2.19646
1.03100,6.71174,2.19286
1.03200,6.71825,2.18924
1.03300,6.72476,2.18562
1.03400,6.73127,2.18199
1.03500,6.73778,2.17834
1.03600,6.74429,2.17469
1.03700,6.75080,2.17103
1.03800,6.75731,2.16735
1.03900,6.76382,2.16367
1.04000,6.77033,2.15998
1.04100,6.77684,2.15628
1.04200,6.78335,2.15256
1.04300,6.78986,2.14884
1.04400,6.79637,2.14511
1.04500,6.80288,2.14137
1.04600,6.80939,2.13762
1.04700,6.81590,2.13386
1.04800,6.82241,2.13009
1.04900,6.82892,2.12631
1.05000,6.83543,2.12251
1.05100,6.84194,2.11871
1.05200,6.84845,2.11490
1.05300,6.85496,2.11108
1.05400,6.86147,2.10725
1.05500,6.86798,2.10341
1.05600,6.87449,2.09957
1.05700,6.88100,2.09571
1.05800,6.88751,2.09184
1.05900,6.89402,2.08796
1.06000,6.90053,2.08407
1.06100,6.90704,2.08017
1.06200,6.91355,2.07626
1.06300,6.92006,2.07234
1.06400,6.92657,2.06842
1.06500,6.93308,2.06448
1.06600,6.93959,2.06053
1.06700,6.94610,2.05657
1.06800,6.95261,2.05261
1.06900,6.95912,2.04863
1.07000,6.96563,2.04464
1.07100,6.97214,2.04065
1.07200,6.97865,2.03664
1.07300,6.98516,2.03262
1.07400,6.99167,2.02860
1.07500,6.99818,2.02456
1.07600,7.00469,2.02052
1.07700,7.01120,2.01646
1.07800,7.01771,2.01240
1.07900,7.02422,2.00832
1.08000,7.03073,2.00424
1.08100,7.03724,2.00014
1.08200,7.04375,1.99604
1.08300,7.05026,1.99192
1.08400,7.05677,1.98780
1.08500,7.06327,1.98366
1.08600,7.06978,1.97952
1.08700,7.07629,1.97537
1.08800,7.08280,1.97120
1.08900,7.08931,1.96703
1.09000,7.09582,1.96285
1.09100,7.10233,1.95865
1.09200,7.10884,1.95445
1.09300,7.11535,1.95024
1.09400,7.12186,1.94602
1.09500,7.12837,1.94179
1.09600,7.13488,1.93754
1.09700,7.14139,1.93329
1.09800,7.14790,1.92903
1.09900,7.15441,1.92476
1.10000,7.16092,1.92048
1.10100,7.16743,1.91619
1.10200,7.17394,1.91189
1.10300,7.18045,1.90758
1.10400,7.18696,1.90326
1.10500,7.19347,1.89893
1.10600,7.19998,1.89459
1.10700,7.20649,1.89024
1.10800,7.21300,1.88588
1.10900,7.21951,1.88151
1.11000,7.22602,1.87713
1.11100,7.23253,1.87274
1.11200,7.23904,1.86834
1.11300,7.24555,1.86393
1.11400,7.25206,1.85951
1.11500,7.25857,1.85509
1.11600,7.26508,1.85065
1.11700,7.27159,1.84620
1.11800,7.27810,1.84174
1.11900,7.28461,1.83727
1.12000,7.29112,1.83280
1.12100,7.29763,1.82831
1.12200,7.30414,1.82381
1.12300,7.31065,1.81931
1.12400,7.31716,1.81479
1.12500,7.32367,1.81026
1.12600,7.33018,1.80573
1.12700,7.33669,1.80118
1.12800,7.34320,1.79663
1.12900,7.34971,1.79206
1.13000,7.35622,1.78748
1.13100,7.36273,1.78290
1.13200,7.36924,1.77830
1.13300,7.37575,1.77370
1.13400,7.38226,1.76909
1.13500,7.38877,1.76446
1.13600,7.39528,1.75983
1.13700,7.40179,1.75518
1.13800,7.40830,1.75053
1.13900,7.41481,1.74586
1.14000,7.42132,1.74119
1.14100,7.42783,1.73651
1.14200,7.43434,1.73182
1.14300,7.44085,1.72711
1.14400,7.44736,1.72240
1.14500,7.45387,1.71768
1.14600,7.46038,1.71294
1.14700,7.46689,1.70820
1.14800,7.47340,1.70345
1.14900,7.47991,1.69869
1.15000,7.48642,1.69392
1.15100,7.49293,1.68914
1.15200,7.49944,1.68434
1.15300,7.50595,1.67954
1.15400,7.51246,1.67473
1.15500,7.51897,1.66991
1.15600,7.52548,1.66508
1.15700,7.53199,1.66024
1.15800,7.53850,1.65539
1.15900,7.54501,1.65053
1.16000,7.55152,1.64566
1.16100,7.55803,1.64078
1.16200,7.56454,1.63589
1.16300,7.57105,1.63099
1.16400,7.57756,1.62609
1.16500,7.58407,1.62117
1.16600,7.59058,1.61624
1.16700,7.59709,1.61130
1.16800,7.60360,1.60635
1.16900,7.61011,1.60139
1.17000,7.61662,1.59643
1.17100,7.62313,1.59145
1.17200,7.62964,1.58646
1.17300,7.63615,1.58146
1.17400,7.64266,1.57646
1.17500,7.64917,1.57144
1.17600,7.65568,1.56641
1.17700,7.66219,1.56138
1.17800,7.66870,1.55633
1.17900,7.67521,1.55127
1.18000,7.68172,1.54621
1.18100,7.68823,1.54113
1.18200,7.69474,1.53605
1.18300,7.70125,1.53095
1.18400,7.70776,1.52585
1.18500,7.71427,1.52073
1.18600,7.72078,1.51561
1.18700,7.72729,1.51047
1.18800,7.73380,1.50533
1.18900,7.74031,1.50017
1.19000,7.74682,1.49501
1.19100,7.75333,1.48984
1.19200,7.75984,1.48465
1.19300,7.76635,1.47946
1.19400,7.77286,1.47426
1.19500,7.77937,1.46904
1.19600,7.78588,1.46382
1.19700,7.79239,1.45859
1.19800,7.79890,1.45335
1.19900,7.80541,1.44809
1.20000,7.81192,1.44283
1.20100,7.81843,1.43756
1.20200,7.82494,1.43228
1.20300,7.83145,1.42699
1.20400,7.83796,1.42168
1.20500,7.84447,1.41637
1.20600,7.85098,1.41105
1.20700,7.85749,1.40572
1.20800,7.86400,1.40038
1.20900,7.87051,1.39503
1.21000,7.87702,1.38967
1.21100,7.88353,1.38430
1.21200,7.89004,1.37892
1.21300,7.89655,1.37353
1.21400,7.90306,1.36813
1.21500,7.90957,1.36272
1.21600,7.91608,1.35730
1.21700,7.92259,1.35187
1.21800,7.92910,1.34644
1.21900,7.93561,1.34099
1.22000,7.94212,1.33553
1.22100,7.94863,1.33006
1.22200,7.95514,1.32458
1.22300,7.96165,1.31910
1.22400,7.96816,1.31360
1.22500,7.97467,1.30809
1.22600,7.98118,1.30257
1.22700,7.98769,1.29705
1.22800,7.99420,1.29151
1.22900,8.00071,1.28596
1.23000,8.00721,1.28041
1.23100,8.01372,1.27484
1.23200,8.02023,1.26927
1.23300,8.02674,1.26368
1.23400,8.03325,1.25808
1.23500,8.03976,1.25248
1.23600,8.04627,1.24686
1.23700,8.05278,1.24124
1.23800,8.05929,1.23560
1.23900,8.06580,1.22996
1.24000,8.07231,1.22430
1.24100,8.07882,1.21864
1.24200,8.08533,1.21297
1.24300,8.09184,1.20728
1.24400,8.09835,1.20159
1.24500,8.10486,1.19588
1.24600,8.11137,1.19017
1.24700,8.11788,1.18445
1.24800,8.12439,1.17872
1.24900,8.13090,1.17297
1.25000,8.13741,1.16722
1.25100,8.14392,1.16146
1.25200,8.15043,1.15569
1.25300,8.15694,1.14990
1.25400,8.16345,1.14411
1.25500,8.16996,1.13831
1.25600,8.17647,1.13250
1.25700,8.18298,1.12668
1.25800,8.18949,1.12085
1.25900,8.19600,1.11501
1.26000,8.20251,1.10915
1.26100,8.20902,1.10329
1.26200,8.21553,1.09742
1.26300,8.22204,1.09154
1.26400,8.22855,1.08565
1.26500,8.23506,1.07975
1.26600,8.24157,1.07384
1.26700,8.24808,1.06793
1.26800,8.25459,1.06200
1.26900,8.26110,1.05606
1.27000,8.26761,1.05011
1.27100,8.27412,1.04415
1.27200,8.28063,1.03818
1.27300,8.28714,1.03220
1.27400,8.29365,1.02622
1.27500,8.30016,1.02022
1.27600,8.30667,1.01421
1.27700,8.31318,1.00819
1.27800,8.31969,1.00217
1.27900,8.32620,0.99613
1.28000,8.33271,0.99008
1.28100,8.33922,0.98402
1.28200,8.34573,0.97796
1.28300,8.35224,0.97188
1.28400,8.35875,0.96580
1.28500,8.36526,0.95970
1.28600,8.37177,0.95359
1.28700,8.37828,0.94748
1.28800,8.38479,0.94135
1.28900,8.39130,0.93522
1.29000,8.39781,0.92907
1.29100,8.40432,0.92292
1.29200,8.41083,0.91675
1.29300,8.41734,0.91058
1.29400,8.42385,0.90439
1.29500,8.43036,0.89820
1.29600,8.43687,0.89200
1.29700,8.44338,0.88578
1.29800,8.44989,0.87956
1.29900,8.45640,0.87333
1.30000,8.46291,0.86708
1.30100,8.46942,0.86083
1.30200,8.47593,0.85457
1.30300,8.48244,0.84830
1.30400,8.48895,0.84201
1.30500,8.49546,0.83572
1.30600,8.50197,0.82942
1.30700,8.50848,0.82311
1.30800,8.51499,0.81679
1.30900,8.52150,0.81045
1.31000,8.52801,0.80411
1.31100,8.53452,0.79776
1.31200,8.54103,0.79140
1.31300,8.54754,0.78503
1.31400,8.55405,0.77865
1.31500,8.56056,0.77226
1.31600,8.56707,0.76586
1.31700,8.57358,0.75945
1.31800,8.58009,0.75303
1.31900,8.58660,0.74660
1.32000,8.59311,0.74016
1.32100,8.59962,0.73371
1.32200,8.60613,0.72725
1.32300,8.61264,0.72079
1.32400,8.61915,0.71431
1.32500,8.62566,0.70782
1.32600,8.63217,0.70132
1.32700,8.63868,0.69481
1.32800,8.64519,0.68829
1.32900,8.65170,0.68177
1.33000,8.65821,0.67523
1.33100,8.66472,0.66868
1.33200,8.67123,0.66213
1.33300,8.67774,0.65556
1.33400,8.68425,0.64898
1.33500,8.69076,0.64240
1.33600,8.69727,0.63580
1.33700,8.70378,0.62919
1.33800,8.71029,0.62258
1.33900,8.71680,0.61595
1.34000,8.72331,0.60932
1.34100,8.72982,0.60267
1.34200,8.73633,0.59602
1.34300,8.74284,0.58935
1.34400,8.74935,0.58268
1.34500,8.75586,0.57599
1.34600,8.76237,0.56930
1.34700,8.76888,0.56259
1.34800,8.77539,0.55588
1.34900,8.78190,0.54916
1.35000,8.78841,0.54242
1.35100,8.79492,0.53568
1.35200,8.80143,0.52893
1.35300,8.80794,0.52216
1.35400,8.81445,0.51539
1.35500,8.82096,0.50861
1.35600,8.82747,0.50182
1.35700,8.83398,0.49501
1.35800,8.84049,0.48820
1.35900,8.84700,0.48138
1.36000,8.85351,0.47455
1.36100,8.86002,0.46771
1.36200,8.86653,0.46085
1.36300,8.87304,0.45399
1.36400,8.87955,0.44712
1.36500,8.88606,0.44024
1.36600,8.89257,0.43335
1.36700,8.89908,0.42645
1.36800,8.90559,0.41954
1.36900,8.91210,0.41262
1.37000,8.91861,0.40569
1.37100,8.92512,0.39875
1.37200,8.93163,0.39180
1.37300,8.93814,0.38484
1.37400,8.94465,0.37787
1.37500,8.95115,0.37089
1.37600,8.95766,0.36391
1.37700,8.96417,0.35691
1.37800,8.97068,0.34990
1.37900,8.97719,0.34288
1.38000,8.98370,0.33585
1.38100,8.99021,0.32882
1.38200,8.99672,0.32177
1.38300,9.00323,0.31471
1.38400,9.00974,0.30764
1.38500,9.01625,0.30057
1.38600,9.02276,0.29348
1.38700,9.02927,0.28638
1.38800,9.03578,0.27928
1.38900,9.04229,0.27216
1.39000,9.04880,0.26504
1.39100,9.05531,0.25790
1.39200,9.06182,0.25075
1.39300,9.06833,0.24360
1.39400,9.07484,0.23643
1.39500,9.08135,0.22926
1.39600,9.08786,0.22207
1.39700,9.09437,0.21488
1.39800,9.10088,0.20767
1.39900,9.10739,0.20046
1.40000,9.11390,0.19324
1.40100,9.12041,0.18600
1.40200,9.12692,0.17876
1.40300,9.13343,0.17151
1.40400,9.13994,0.16424
1.40500,9.14645,0.15697
1.40600,9.15296,0.14969
1.40700,9.15947,0.14239
1.40800,9.16598,0.13509
1.40900,9.17249,0.12778
1.41000,9.17900,0.12046
1.41100,9.18551,0.11312
1.41200,9.19202,0.10578
1.41300,9.19853,0.09843
1.41400,9.20504,0.09107
1.41500,9.21155,0.08370
1.41600,9.21806,0.07632
1.41700,9.22457,0.06893
1.41800,9.23108,0.06153
1.41900,9.23759,0.05412
1.42000,9.24410,0.04669
1.42100,9.25061,0.03926
1.42200,9.25712,0.03182
1.42300,9.26363,0.02438
1.42400,9.27014,0.01692
1.42500,9.27665,0.00945
1.42600,9.28316,0.00197
